InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"30.786,38",51.531,0,0,0,0,0,0,10.000,,
Saldo(Einzahlungen./. Auszahlungen),"30.786,38-",51.531-,0,0,,,0,0,10.000-,,
