4680ErweiterungSchulzentrum Kinderhaus,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",0,0,0,,,3.000.000,3.000.000,3.000.000,0,11.260.000
AuszahlungfürBaumaßnahmen,"473.455,91",1.549.798,1.285.000,3.811.500,3.800.000,5.000.000,5.157.000,3.925.000,7.727.000,15.608.371,41.356.731
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"0,00",0,0,75.500,0,0,378.000,378.000,378.000,0,1.511.640
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"473.455,91-",1.549.798-,1.285.000-,3.887.000-,,,2.535.000-,1.303.000-,5.105.000-,15.608.371-,31.608.371-
