4276Mobilstationen,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",30.000,0,0,,,0,0,0,35.634,35.634
AuszahlungfürBaumaßnahmen,"0,00",250.000,130.000,80.000,0,0,120.000,0,0,268.017,20.598.017
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",220.000-,130.000-,80.000-,,,120.000-,0,0,232.383-,20.562.383-
