Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
4293Ludgerikirchplatz,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",130.000,1.090.000,1.090.000,,,0,0,0,130.000,2.310.000
AuszahlungfürBaumaßnahmen,"0,00",160.000,1.360.000,1.360.000,1.300.000,0,0,0,0,160.000,2.880.000
Verpflichtungsermächtigung2026zuLasten,,,,1.300.000,,,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",30.000-,270.000-,270.000-,,,0,0,0,30.000-,570.000-
