0400Baukostenstädt. Sportanlagen,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",106.000,106.000,106.000,,,106.000,106.000,106.000,,
AuszahlungfürBaumaßnahmen,"1.392.476,79",3.150.345,1.746.500,1.746.500,3.493.000,0,1.746.500,1.746.500,1.746.500,,
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"16.059,32",458,0,0,0,0,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"1.408.536,11-",3.044.804-,1.640.500-,1.640.500-,,,1.640.500-,1.640.500-,1.640.500-,,
