,,,,,,,,
,Ergebnis,Ansatz,,,,Planung,,
,2024,2025,2026,,2027,2028,2029,2030
Standardkennzahlen -Teilergebnis(Zeile29)proEinwohner/in(inEuro) -Aufwandsdeckungsgrad(in%),"-16,70","-17,52","-17,60",,"-18,09","-17,79","-17,32","-17,67"
,"8,3","8,3","6,0",,"6,0","6,3","6,5","6,3"
"Leistungsdaten -EinrichtungenderFamilienbildung -EinrichtungenderFamilienberatung(einschließlich Erziehungsberatung) -AnzahlderFamilien,dieElterngeldbeziehen -AnzahlderVäter,dieElterngeldbeziehen -AnzahlderVäter,dielängeralszweiMonateElterngeldbeziehen [FinanzFAIRteilung] -AnzahlderFamilien,dieein""Willkommensgespräch""wünschen(in%)",4,4,4,,4,4,4,4
,7,7,7,,7,7,7,7
,3.860,3.100,3.100,,3.100,3.100,3.100,3.100
,1.466,1.550,1.550,,1.550,1.550,1.550,1.550
,545,465,465,,465,465,465,465
,738,2.700,800,,800,800,800,2.700
