Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
4720Planungs-u.Baukosten Erw.Schulgebäude,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"358.698,52",7.384.278,7.000.000,21.000.000,1.000.000,0,9.874.880,4.369.880,0,9.009.490,51.254.250
Verpflichtungsermächtigung2026zuLasten,,,,1.000.000,,,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"358.698,52-",7.384.278-,7.000.000-,21.000.000-,,,9.874.880-,4.369.880-,0,9.009.490-,51.254.250-
