Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
InvestitionsmaßnahmenoberhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
4116Baukostenstädt. Erstaufnahme,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"121.440,18",4.849.492,470.000,2.083.950,0,0,740.000,0,0,4.970.932,8.264.882
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"0,00",0,0,240.050,0,0,0,0,0,0,240.050
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"121.440,18-",4.849.492-,470.000-,2.324.000-,,,740.000-,0,0,4.970.932-,8.504.932-
