InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"630,46",0,0,0,,,0,0,0,,
Auszahlung,"614.644,28",138.900,96.900,46.900,0,0,6.900,6.900,6.900,,
Saldo(Einzahlungen./. Auszahlungen),"614.013,82-",138.900-,96.900-,46.900-,,,6.900-,6.900-,6.900-,,
