InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"15.478,54",1.173,0,0,0,0,0,0,10.000,,
Saldo(Einzahlungen./. Auszahlungen),"15.478,54-",1.173-,0,0,,,0,0,10.000-,,
