Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
5050UmsetzungDigitalPakt Schulen,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"9.007.525,15",0,0,0,,,0,0,0,9.007.525,9.007.525
AuszahlungfürBaumaßnahmen,"2.612.805,13",2.407.404,0,0,0,0,0,0,0,12.290.012,12.290.012
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"1.953.874,61",2.229.465,0,0,0,0,0,0,0,4.996.763,4.996.763
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"4.440.845,41",4.636.869-,0,0,,,0,0,0,8.279.250-,8.279.250-
