Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
5970SanierungBrunnenSTEP2,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",0,34.510,0,,,176.690,0,0,0,211.200
AuszahlungfürBaumaßnahmen,"0,00",400.000,200.000,200.000,200.000,300.000,300.000,300.000,300.000,400.000,2.000.000
Verpflichtungsermächtigung2026zuLasten,,,,200.000,,,0,0,0,,
Verpflichtungsermächtigung2027zuLasten,,,,0,,,300.000,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",400.000-,165.490-,200.000-,,,123.310-,300.000-,300.000-,400.000-,1.788.800-
