Lfd.,Produkt-,Amt,Aus-,Empfänger,Verwendungszweck / Zielsetzung,Zuschuss 2026 in €,davon Personal- kosten,davon,davon sonst. Kosten,Zuschuss 2027 in €,davon Personal- kosten,davon,davon sonst. Kosten,verpflichtende/,zeitliche
Nr.,gruppe,,schuss,,,,,Overhead,,,,Overhead,,freiwillige Leistung,Befristung
98,0401,41,KA,Zukunftsmusik GbR,Betrieb Proberaumzentrum Am Hawerkamp,16.000,14.400,0,1.600,16.290,14.661,0,1.629,freiwillig,31.12.2028
99,0401,41,KA,Zukunftswerkstatt Kreuzviertel e.V.,Betrieb der Zukunftswerkstatt im Kreuzviertel,14.030,12.627,0,1.403,14.280,12.852,0,1.428,freiwillig,31.12.2029
100,0403,44,KA,Musikschule Wolbeck e.V.,Betriebskostenzuschuss Musikschul- arbeit in Wolbeck,241.470,217.320,0,24.150,245.510,220.960,0,24.550,freiwillig,31.12.2034
101,0403,44,KA,Musikschule Roxel e.V.,Betriebskostenzuschuss Musikschul- arbeit in Roxel,274.390,246.950,0,27.440,278.990,251.090,0,27.900,freiwillig,31.12.2034
102,0403,44,KA,Musikschule Nienberge e.V.,Betriebskostenzuschuss Musikschul- arbeit in Nienberge,351.220,316.100,0,35.120,357.110,321.400,0,35.710,freiwillig,31.12.2034
103,0403,44,KA,Musikschule Albachten e.V.,Betriebskostenzuschuss Musikschul- arbeit in Albachten,230.490,207.440,0,23.050,234.370,210.930,0,23.440,freiwillig,31.12.2034
104,0403,44,KA,"Regionalausschuss ""Jugend musiziert"" Münsterland","Regionalwettbewerb ""Jugend musiziert NRW"" in Münster",5.090,5.090,0,0,5.190,5.190,0,0,freiwillig,31.12.2030
105,0404,42,KA,Freunde der Französischen Kultur e.V.,"Förderung des Projektes ""Französischer Bücherbus NRW""",380,0,0,380,380,0,0,380,freiwillig,31.12.2028
106,0404,42,KA,"Stadtteilbücherei Münster-Hiltrup, St. Clemens","Betrieb der Stadtteilbücherei Münster-Hiltrup, St. Clemens",100.600,0,0,100.600,100.600,0,0,100.600,freiwillig,31.12.2028
107,0404,42,KA,"Bücherei St. Michael, Münster- Gievenbeck","Betrieb der Stadtteilbücherei St. Michael, Münster- Gievenbeck",5.650,0,0,5.650,5.650,0,0,5.650,freiwillig,31.12.2028
108,0404,42,KA,Bischöfliches Generalvikariat,Unterstützung der kirchlichen öffentlichen Büchereien bei der Beschaffung von Büchern und Medien,21.000,0,0,21.000,21.000,0,0,21.000,freiwillig,jährlich
109,0406,47,KA,Institut für vergleichende Städtegeschichte gGmbH,Stärkung des Wissenschaftsstandorts Münster,23.000,0,0,23.000,23.000,0,0,23.000,freiwillig,31.12.2028
110,0502,50,ASGAM,Gemeinnützige Gesellschaft zur Unterstützung Asylsuchender e.V.,"Flüchtlings- und Migrationsberatung, Ehrenamtskoordination",214.650,197.210,0,17.440,218.590,201.150,0,17.440,dem Grunde nach,31.12.2030
111,0502,50,ASGAM,Gemeinnützige Gesellschaft zur Unterstützung Asylsuchender e.V.,Psychosoziale Flüchtlingshilfe,106.800,97.410,0,9.390,108.750,99.360,0,9.390,dem Grunde nach,31.12.2030
112,0503,50,ASGAM,"Vereine, Verbände und Initiativen",Haupt- und ehrenamtliche Flüchtlingsberatung und -betreuung,19.960,0,0,19.960,19.960,0,0,19.960,dem Grunde nach,31.12.2028
113,0503,50,ASGAM,Gemeindediakonie Hiltrup e.V.,Seniorenarbeit in Hiltrup und Amelsbüren,53.940,44.000,0,9.940,54.820,44.880,0,9.940,dem Grunde nach,31.12.2030
114,0503,50,ASGAM,Alzheimer Gesellschaft Münster e.V.,"Beratung, Netzwerk- und Öffentlichkeitsarbeit zum Thema Demenz",31.930,29.930,0,2.000,32.530,30.530,0,2.000,dem Grunde nach,31.12.2032
115,0503,50,ASGAM,PariSozial Münsterland gGmbH,Beratung für Menschen mit Hörbehinderung,129.970,104.970,0,25.000,132.070,107.070,0,25.000,dem Grunde nach,31.12.2031
