5300KitaMariaHimmelfahrt,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",2.490.000,600.000,0,0,0,0,0,0,2.490.000,3.090.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",2.490.000-,600.000-,0,,,0,0,0,2.490.000-,3.090.000-
