Entwicklung der Personal- und Versorgungsaufwendungen,,Ist 2024,Ansatz 2025,fortgeschr. Ansatz 2025,Ansatz 2026,Ansatz 2027,Plan 2028,Plan 2029,Plan 2030
,,(in %),(in %),(in %),(in %),(in %),(in %),(in %),(in %)
,Veränderung zum Vorjahr,"5,3","-0,7","-0,7","3,7","-0,1","1,5","2,2","2,3"
,Anteil an den ordentlichen Aufwendungen,"25,9","25,4","25,2","25,9","25,7","25,8","26,3","26,6"
