Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
InvestitionsmaßnahmenoberhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
0100Beschaffungv. Rettungsdienstfahrzeugen,,,,,,,,,,,
Einzahlungausder VeräußerungvonSachanlagen,"45.469,79",10.000,14.000,14.000,,,14.000,14.000,14.000,,
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"63.678,12",2.826.305,840.000,0,900.000,1.220.000,900.000,1.220.000,1.200.000,,
Verpflichtungsermächtigung2026zuLasten,,,,0,,,900.000,0,0,,
Verpflichtungsermächtigung2027zuLasten,,,,0,,,0,1.220.000,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"18.208,33-",2.816.305-,826.000-,14.000,,,886.000-,1.206.000-,1.186.000-,,
