,,,,,,,,
,Ergebnis,Ansatz,,,,Planung,,
,2024,2025,2026,,2027,2028,2029,2030
Zielkennzahlen -ZuZiel1:SGBII-Quote -ZuZiel2:VeränderungdesBestandsanLangzeitbeziehernzum Vorjahr(in%),"7,4","7,6","7,4",,"7,4","7,5","7,4","7,4"
,"7,4","1,1","-1,0",,"-2,0","-2,0","-2,0","-2,0"
Standardkennzahlen -Teilergebnis(Zeile29)proEinwohner/in(inEuro) -Aufwandsdeckungsgrad(in%),"-95,41","-107,60","-100,41",,"-101,22","-103,15","-105,50","-107,81"
,"86,8","85,8","85,9",,"86,0","85,9","85,8","85,7"
Leistungsdaten -AnzahlderBedarfsgemeinschaftenimLeistungsbezug -AnzahldererwerbsfähigenLeistungsberechtigtengesamt -AnzahlderLangzeitleistungsbeziehenden,10.485,10.600,10.200,,10.175,10.150,10.125,10.100
,14.166,14.250,14.000,,14.100,14.150,14.100,14.100
,9.044,9.200,9.400,,9.200,9.000,8.800,8.600
