Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
"4292Hammer Straße/städtischesStadion,Bp 568",,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",30.000,800.000,420.000,0,0,0,0,0,30.000,1.250.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",30.000-,800.000-,420.000-,,,0,0,0,30.000-,1.250.000-
