6050B-Plan628-HiltrupOst SP/ÖG,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,0,150.000,0,0,150.000,0,100.000,0,3.200.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,0,150.000-,,,150.000-,0,100.000-,0,3.200.000-
