Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
0200Beschaffung feuerwehrtechn.IT-Technik,,,,,,,,,,,
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"384.811,59",2.637.775,500.000,500.000,804.000,0,500.000,500.000,500.000,,
Verpflichtungsermächtigung2026zuLasten,,,,402.000,,,402.000,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"384.811,59-",2.637.775-,500.000-,500.000-,,,500.000-,500.000-,500.000-,,
