6170Brücke Matth.-Claudius-Sch.Handorf,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",311.500,533.500,0,0,0,0,0,0,311.500,845.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",311.500-,533.500-,0,,,0,0,0,311.500-,845.000-
