5910B-Plan595Angelmodde,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,0,705.000,705.000,0,0,0,0,0,705.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,0,705.000-,,,0,0,0,0,705.000-
