4540NeubauFeuerwehrhaus Sprakel,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"52.914,46",159.269,0,0,0,0,0,0,0,2.708.241,2.708.241
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"52.914,46-",159.269-,0,0,,,0,0,0,2.708.241-,2.708.241-
