0060Prospektion,,,,,,,,,,,
Auszahlungaussonstigen Investitionen,"0,00",175.000,100.000,100.000,200.000,0,100.000,100.000,100.000,,
Verpflichtungsermächtigung2026zuLasten,,,,100.000,,,100.000,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",175.000-,100.000-,100.000-,,,100.000-,100.000-,100.000-,,
