0010An-undVerkaufvon Dienstfahrzeugen,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"30.513,60",0,0,0,,,0,0,0,,
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"0,00",0,0,100.000,0,0,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"30.513,60",0,0,100.000-,,,0,0,0,,
