0711Besch.Inklusion,,,,,,,,,,,
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"85.355,55",155.257,125.000,125.000,0,0,125.000,125.000,125.000,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"85.355,55-",155.257-,125.000-,125.000-,,,125.000-,125.000-,125.000-,,
