,,,,,,,,
,Ergebnis,Ansatz,,,,Planung,,
,2024,2025,2026,,2027,2028,2029,2030
Standardkennzahlen -Teilergebnis(Zeile29)proEinwohner/in(inEuro) -Aufwandsdeckungsgrad(in%),"-1,70","-1,93","-1,83",,"-2,40","-2,43","-2,34","-2,40"
,"73,2","71,1","54,0",,"43,7","43,4","44,3","43,6"
Leistungsdaten -EinwohnerinnenundEinwohnerinsgesamt -EinwohnerinnenundEinwohnerm.Migrationsvorgeschichte,322.715,648.852,323.724,,324.612,326.103,327.493,329.033
,79.070,151.587,80.550,,80.550,80.550,80.550,80.550
