Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
0710Bauk.Inklusion,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"219.882,31",315.359,750.000,250.000,200.000,200.000,250.000,250.000,250.000,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"219.882,31-",315.359-,750.000-,250.000-,,,250.000-,250.000-,250.000-,,
