6180NeubauGesamtschule Münster-Südost,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,6.633.900,0,0,0,0,0,0,0,6.633.900
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,6.633.900-,0,,,0,0,0,0,6.633.900-
