Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
6020Umgest.u.-nutzung ApostelgartenINSEK,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",60.000,60.000,30.000,,,0,1.200.000,585.000,60.000,1.935.000
AuszahlungfürBaumaßnahmen,"0,00",100.000,100.000,50.000,50.000,0,0,2.000.000,975.000,100.000,3.225.000
Verpflichtungsermächtigung2026zuLasten,,,,50.000,,,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",40.000-,40.000-,20.000-,,,0,800.000-,390.000-,40.000-,1.290.000-
