"5940ÖGGrünzugam Canisiusweg,Gewässersan.",,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",360.000,200.000,0,0,0,0,0,0,360.000,560.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",360.000-,200.000-,0,,,0,0,0,360.000-,560.000-
