Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
"4234Albachten,östl.Erw. südl.Teil,Bp572",,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"2.644.384,40",1.068.908,750.000,750.000,0,0,0,0,0,3.933.603,8.733.603
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"2.644.384,40-",1.068.908-,750.000-,750.000-,,,0,0,0,3.933.603-,8.733.603-
