Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
6070B-Plan616-ImBerdel SP/ÖG,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,0,0,0,0,110.000,55.000,55.000,0,2.200.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,0,0,,,110.000-,55.000-,55.000-,0,2.200.000-
