4283Steinbrede-RÜB,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",900.000,500.000,750.000,2.750.000,0,1.000.000,1.000.000,1.000.000,930.389,10.430.389
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",900.000-,500.000-,750.000-,,,1.000.000-,1.000.000-,1.000.000-,930.389-,10.430.389-
