Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
InvestitionsmaßnahmenoberhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
0000Darlehenandie AirportParkFMOGmbH,,,,,,,,,,,
Einzahlungausder VeräußerungvonFinanzanlagen,"34.000,00",34.000,34.000,34.000,,,34.000,34.000,34.000,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"34.000,00",34.000,34.000,34.000,,,34.000,34.000,34.000,,
