4680ParkSentmaring,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",0,0,0,,,0,0,0,223.500,223.500
AuszahlungfürBaumaßnahmen,"0,00",0,0,0,0,200.000,200.000,0,0,444.525,644.525
Verpflichtungsermächtigung2027zuLasten,,,,0,,,200.000,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,0,0,,,200.000-,0,0,221.025-,421.025-
