InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",13.550,13.550,13.550,,,13.550,13.550,13.550,,
Auszahlung,"100.531,51",135.139,99.990,138.990,0,0,18.990,18.990,18.990,,
Saldo(Einzahlungen./. Auszahlungen),"100.531,51-",121.589-,86.440-,125.440-,,,5.440-,5.440-,5.440-,,
