4013HaltepunktedesSPNV,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",800.000,2.900.000,2.300.000,,,0,0,0,800.000,6.000.000
AuszahlungfürBaumaßnahmen,"0,00",1.050.000,3.725.000,3.075.000,3.000.000,0,0,0,0,1.104.238,7.904.238
AuszahlungfürdenErwerbvon GrundstückenundGebäuden,"0,00",0,0,0,0,0,0,0,0,11.039,11.039
Verpflichtungsermächtigung2026zuLasten,,,,3.000.000,,,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",250.000-,825.000-,775.000-,,,0,0,0,315.277-,1.915.277-
