Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
5560ÖGgenerationenger./ barrierearmeGest.,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",60.835,30.000,30.000,0,0,30.000,30.000,30.000,60.835,240.835
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",60.835-,30.000-,30.000-,,,30.000-,30.000-,30.000-,60.835-,240.835-
