4291Rüschhausweg/ Von-Esmarch-Str.,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",1.200.000,450.000,0,0,0,0,0,0,1.200.000,3.550.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",1.200.000-,450.000-,0,,,0,0,0,1.200.000-,3.550.000-
