InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"16.813,38",0,0,0,0,0,0,0,0,,
Saldo(Einzahlungen./. Auszahlungen),"16.813,38-",0,0,0,,,0,0,0,,
