4320PlanschbeckenCoburg,,,,,,,,,,,
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"0,00",0,0,500.000,500.000,0,0,0,0,0,500.000
Verpflichtungsermächtigung2026zuLasten,,,,500.000,,,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,0,500.000-,,,0,0,0,0,500.000-
