Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
4242Stadthafen1,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"297.000,00",1.500.000,1.500.000,0,,,0,0,0,1.808.604,3.308.604
AuszahlungfürBaumaßnahmen,"1.215.299,34",3.015.803,3.500.000,1.400.000,1.400.000,0,0,0,0,4.618.266,10.703.266
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"918.299,34-",1.515.803-,2.000.000-,1.400.000-,,,0,0,0,2.809.662-,7.394.662-
