"4236Langebusch,südl.,Bp 590",,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"1.206,21",70.887,0,0,0,0,0,0,0,744.564,944.564
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"1.206,21-",70.887-,0,0,,,0,0,0,744.564-,944.564-
