0020Besch.Lehrm.Ern. naturwiss.Fachräume,,,,,,,,,,,
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"7.743,84",95.000,0,0,0,0,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"7.743,84-",95.000-,0,0,,,0,0,0,,
