4033Modellquartier SteinfurterStraße,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"165.471,90",586.313,0,0,0,0,0,0,0,751.785,751.785
Auszahlungaussonstigen Investitionen,"0,00",450.000,400.000,270.000,0,0,60.000,60.000,120.000,450.000,1.360.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"165.471,90-",1.036.313-,400.000-,270.000-,,,60.000-,60.000-,120.000-,1.201.785-,2.111.785-
