4940Erweiterung Peter-Wust-Schule,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"250.995,36",5.123.249,6.483.000,6.000.000,6.000.000,1.100.000,1.137.660,0,0,5.670.582,19.291.242
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"0,00",0,0,570.740,0,0,0,0,0,0,570.740
Verpflichtungsermächtigung2026zuLasten,,,,6.000.000,,,0,0,0,,
Verpflichtungsermächtigung2027zuLasten,,,,0,,,1.100.000,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"250.995,36-",5.123.249-,6.483.000-,6.570.740-,,,1.137.660-,0,0,5.670.582-,19.861.982-
