"4234Albachten,östl.Erw. südl.Teil,Bp572",,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"43.522,65",1.005.717,1.000.000,1.500.000,500.000,0,500.000,0,0,1.309.130,4.309.130
Verpflichtungsermächtigung2026zuLasten,,,,500.000,,,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"43.522,65-",1.005.717-,1.000.000-,1.500.000-,,,500.000-,0,0,1.309.130-,4.309.130-
