4620Erweiterung NikolaischuleWolbeck,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,920.000,0,0,0,0,0,0,17.782,937.782
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,920.000-,0,,,0,0,0,17.782-,937.782-
