5220Ausgl.Bp631- NienbergeFeldstiege(W),,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,0,0,0,0,0,250.000,0,0,250.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,0,0,,,0,250.000-,0,0,250.000-
