5890ÖGDechaneischanze,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,0,440.000,440.000,0,0,0,0,0,440.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,0,440.000-,,,0,0,0,0,440.000-
