"4292Hammer Straße/städtischesStadion,Bp 568",,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",30.000,800.000,420.000,0,0,0,0,0,30.000,1.250.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",30.000-,800.000-,420.000-,,,0,0,0,30.000-,1.250.000-
