,,,,,,,,
,Ergebnis,Ansatz,,,,Planung,,
,2024,2025,2026,,2027,2028,2029,2030
Leistungsdaten -MengeangebotenesSchriftgut(lfm) -MengeübernommenesArchivgut(lfm) -MengeerschlossenesArchivgut(lfm) -AnzahlderdigitalverfügbarenArchivalien -AnzahlderFälleimAktenservicedesZwischenarchiv -MittelfürdenOriginalerhaltanalogenArchivguts(Euro),1.866,900,900,,900,900,900,900
,57,122,122,,122,122,122,122
,3.615,3.800,3.900,,4.000,4.100,4.200,4.300
,9.921,6.700,10.100,,10.200,10.300,10.400,10.500
,1.068,800,800,,800,800,800,800
,67.884,17.470,58.170,,58.870,18.870,18.870,18.870
