InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"48.467,93",0,0,0,0,0,0,0,0,,
Saldo(Einzahlungen./. Auszahlungen),"48.467,93-",0,0,0,,,0,0,0,,
