Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
5500San./Umgest.Wegefl. Bez.Mi.nördl.Ber.,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",52.180,50.000,50.000,50.000,50.000,50.000,50.000,50.000,200.712,500.712
Verpflichtungsermächtigung2026zuLasten,,,,50.000,,,0,0,0,,
Verpflichtungsermächtigung2027zuLasten,,,,0,,,50.000,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",52.180-,50.000-,50.000-,,,50.000-,50.000-,50.000-,200.712-,500.712-
