4710KunstrasenAmelsbüren,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,0,0,0,0,0,300.000,1.300.000,0,1.600.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,0,0,,,0,300.000-,1.300.000-,0,1.600.000-
