Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
"4256Kolde-Ring,Weseler Str-MecklenbeckerStr",,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",100.000,0,200.000,0,0,500.000,100.000,0,100.000,3.900.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",100.000-,0,200.000-,,,500.000-,100.000-,0,100.000-,3.900.000-
