Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
1000Beschaffungen EinrichtungDigitallabor,,,,,,,,,,,
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"0,00",110.000,0,0,0,0,0,0,0,224.328,224.328
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",110.000-,0,0,,,0,0,0,224.328-,224.328-
