0040Reitwege,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",24.627,18.000,18.000,0,0,18.000,18.000,18.000,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",24.627-,18.000-,18.000-,,,18.000-,18.000-,18.000-,,
