0210Zusch.z.Ausbau KiTa-Betr.(freieTräger),,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"2.656.497,82",0,0,0,,,0,0,0,,
Auszahlungvonaktivierbaren Zuwendungen,"1.920.471,16",1.256.651,1.500.000,1.500.000,6.000.000,0,1.500.000,1.500.000,1.500.000,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"736.026,66",1.256.651-,1.500.000-,1.500.000-,,,1.500.000-,1.500.000-,1.500.000-,,
