4266Gartenstraße/ Hauptpumpwerk/RÜB/3.DRL,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"6.798,25",1.081.573,750.000,1.500.000,0,0,500.000,0,0,1.528.065,83.778.065
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"6.798,25-",1.081.573-,750.000-,1.500.000-,,,500.000-,0,0,1.528.065-,83.778.065-
