InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"0,00",10.000,7.340,7.340,0,0,7.340,7.340,7.340,,
Saldo(Einzahlungen./. Auszahlungen),"0,00",10.000-,7.340-,7.340-,,,7.340-,7.340-,7.340-,,
