,,,,,,,,
"Beschreibung DieVillatenHompel-ehemaligesFabrikantenwohnhaus,SitzderOrdnungspolizeiimNationalsozialismus,DienstsitzfürEntnazifizierungsfragenundanschließendDezernatfürWiedergutmachungfürNS-Opferim Nachkriegsdeutschland-istheuteeinGeschichtsort,dersichseitseinerGründungimJahr1999schwerpunktmäßigmitderZeitdesNationalsozialismusundseinerVor-undNachgeschichtebeschäftigt.DieVillaten HompelistnichtnureinMuseumundForschungsinstitut,sondernaucheinkommunikativausgerichteter,imkommunalenGemeinwesenfestverankerterSammlungs-,Dokumentations-undLernort.Diehier entwickeltenBildungsangeboterichtensichanSchulenundHochschulen,sindaberebensofürunterschiedlicheBerufsgruppenwiePolizeioderPflegekonzipiert.Kennzeichnendfürdiehistorisch-politischeBildung amGeschichtsortVillatenHompelistihremethodischundthematischbreiteAusrichtung:Kommunikation,MultiperspektivitätundGegenwartsorientierungsinddiedreizentralenKomponenten,diefürdieArbeitinder VillatenHompelkennzeichnendsind.KernsindPräventionsstrategiengegenAntisemitismus,RassismusundGewalt.",,,,,,,,
"BesonderheitenindenPlanjahren HaushalterischwirddiebestehendeDauerausstellungdesGeschichtsorts VillatenHompelmitdemTitel""Geschichte-Gewalt-Gewissen""einerRevisionunterzogen.DamitwirdsiebarrierearmunddigitalbesserdenBedarfenvonSeminargruppengerecht-gefördertdurchdasLandNRW bis2028wirddieAusstellungdadurchzukunftsgerechtaufdieHaupt-nutzungsgruppeausgerichtet.",,,,,,,,
Ziele 1.DasjährlicheDefizitdesGeschichtsortesVillatenHompel(Zeile29desTeilergebnisplanes)sollimFinanzplanungszeitraumdurchschnittlichnichtstärkersteigen alsdiejährlichedurchschnittlicheLohn-undPreissteigerungsrate.,,,,,,,,
,Ergebnis,Ansatz,,,,Planung,,
,2024,2025,2026,,2027,2028,2029,2030
Zielkennzahlen -Zum1.Ziel:TeilergebnisderProduktgruppe(Zeile29 Teilergebnisplan),789.272,-740.155,-786.370,,-837.140,-806.370,-819.510,-833.000
Standardkennzahlen -Teilergebnis(Zeile29)proEinwohner/in(inEuro) -Aufwandsdeckungsgrad(in%),"-2,55","-2,37","-2,44",,"-2,59","-2,50","-2,54","-2,58"
,"43,1","21,6","25,2",,"18,8","20,1","19,1","18,8"
