"4241Landwehr,nördlich,Bp 559",,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"580.403,56",2.398,0,0,0,0,0,0,0,793.877,1.043.877
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"580.403,56-",2.398-,0,0,,,0,0,0,793.877-,1.043.877-
